destination,check_in,check_out,hotel_code,hotel_name,hotel_category,hotel_category_name,destination_code,destination_name,zone_code,zone_name,hotel_latitude,hotel_longitude,room_code,room_name,rate_key,rate_class,rate_type,price,allotment,payment_type,board_code,board_name,rooms,adults,children,offer_name,offer_amount,cancellation_amount,cancellation_from
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,DBL.ST,Deluxe Room,20260915|20260916|W|270|791004|DBL.ST|ALLMARKET-RO|RO||1~1~0||N@07~~21a2d~-92076443~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001025e26,NOR,BOOKABLE,38.94,1,AT_WEB,RO,ROOM ONLY,1,1,0,Special discount,-4.1,38.94,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,DBL.ST,Deluxe Room,20260915|20260916|W|270|791004|DBL.ST|ALLMARKET-BB|BB||1~1~0||N@07~~24737~1097066329~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001025d2f,NOR,BOOKABLE,47.93,1,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-5.04,47.93,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,DBL.ST,Deluxe Room,20260915|20260916|W|270|791004|DBL.ST|ALLMARKET-BB|BB||1~1~0||N@07~~24737~1097066329~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001025d2f,NOR,BOOKABLE,47.93,1,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-5.04,47.93,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,DBL.ST,Deluxe Room,20260915|20260916|W|270|791004|DBL.ST|ALLMARKET-HB|HB||1~1~0||N@07~~20857~-1748890006~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK000700000000102594a,NOR,BOOKABLE,74.89,1,AT_WEB,HB,HALF BOARD,1,1,0,Special discount,-6.94,74.89,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,DBL.ST,Deluxe Room,20260915|20260916|W|270|791004|DBL.ST|ALLMARKET-HB|HB||1~1~0||N@07~~20857~-1748890006~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK000700000000102594a,NOR,BOOKABLE,74.89,1,AT_WEB,HB,HALF BOARD,1,1,0,Special discount,-6.94,74.89,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,DBL.PI,Premium Heritage Room,20260915|20260916|W|270|791004|DBL.PI|ALLMARKET-RO|RO||1~1~0||N@07~~2242f~1691708392~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001024928,NOR,BOOKABLE,40.73,4,AT_WEB,RO,ROOM ONLY,1,1,0,Special discount,-4.29,40.73,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,DBL.PI,Premium Heritage Room,20260915|20260916|W|270|791004|DBL.PI|ALLMARKET-RO|RO||1~1~0||N@07~~2242f~1691708392~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001024928,NOR,BOOKABLE,40.73,4,AT_WEB,RO,ROOM ONLY,1,1,0,Special discount,-4.29,40.73,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,DBL.PI,Premium Heritage Room,20260915|20260916|W|270|791004|DBL.PI|ALLMARKET-BB|BB||1~1~0||N@07~~25039~1248765865~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001024731,NOR,BOOKABLE,49.71,4,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-5.24,49.71,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,DBL.PI,Premium Heritage Room,20260915|20260916|W|270|791004|DBL.PI|ALLMARKET-BB|BB||1~1~0||N@07~~25039~1248765865~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001024731,NOR,BOOKABLE,49.71,4,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-5.24,49.71,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,DBL.PI,Premium Heritage Room,20260915|20260916|W|270|791004|DBL.PI|ALLMARKET-HB|HB||1~1~0||N@07~~23464~1382010938~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001022e56,NOR,BOOKABLE,86.46,4,AT_WEB,HB,HALF BOARD,1,1,0,Special discount,-8.01,86.46,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,DBL.PI,Premium Heritage Room,20260915|20260916|W|270|791004|DBL.PI|ALLMARKET-HB|HB||1~1~0||N@07~~23464~1382010938~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001022e56,NOR,BOOKABLE,86.46,4,AT_WEB,HB,HALF BOARD,1,1,0,Special discount,-8.01,86.46,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,SUI.DX-1,Suite Room,20260915|20260916|W|270|791004|SUI.DX-1|ALLMARKET-RO|RO||1~1~0||N@07~~20c41~-1070767932~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001020238,NOR,BOOKABLE,56.02,4,AT_WEB,RO,ROOM ONLY,1,1,0,Special discount,-5.89,56.02,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,SUI.DX-1,Suite Room,20260915|20260916|W|270|791004|SUI.DX-1|ALLMARKET-RO|RO||1~1~0||N@07~~20c41~-1070767932~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001020238,NOR,BOOKABLE,56.02,4,AT_WEB,RO,ROOM ONLY,1,1,0,Special discount,-5.89,56.02,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,SUI.DX-1,Suite Room,20260915|20260916|W|270|791004|SUI.DX-1|ALLMARKET-BB|BB||1~1~0||N@07~~2374b~1907135512~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001026340,NOR,BOOKABLE,64.99,4,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-6.84,64.99,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,SUI.DX-1,Suite Room,20260915|20260916|W|270|791004|SUI.DX-1|ALLMARKET-BB|BB||1~1~0||N@07~~2374b~1907135512~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001026340,NOR,BOOKABLE,64.99,4,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-6.84,64.99,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,SUI.DX-1,Suite Room,20260915|20260916|W|270|791004|SUI.DX-1|ALLMARKET-HB|HB||1~1~0||N@07~~2147b~-66000198~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001026269,NOR,BOOKABLE,105.98,4,AT_WEB,HB,HALF BOARD,1,1,0,Special discount,-9.82,105.98,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,SUI.DX-1,Suite Room,20260915|20260916|W|270|791004|SUI.DX-1|ALLMARKET-HB|HB||1~1~0||N@07~~2147b~-66000198~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001026269,NOR,BOOKABLE,105.98,4,AT_WEB,HB,HALF BOARD,1,1,0,Special discount,-9.82,105.98,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,SUI.DX,Heritage Suite Room,20260915|20260916|W|270|791004|SUI.DX|ALLMARKET-RO|RO||1~1~0||N@07~~22647~-1375144025~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK000700000000102283d,NOR,BOOKABLE,61.4,2,AT_WEB,RO,ROOM ONLY,1,1,0,Special discount,-6.46,61.4,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,SUI.DX,Heritage Suite Room,20260915|20260916|W|270|791004|SUI.DX|ALLMARKET-RO|RO||1~1~0||N@07~~22647~-1375144025~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK000700000000102283d,NOR,BOOKABLE,61.4,2,AT_WEB,RO,ROOM ONLY,1,1,0,Special discount,-6.46,61.4,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,SUI.DX,Heritage Suite Room,20260915|20260916|W|270|791004|SUI.DX|ALLMARKET-BB|BB||1~1~0||N@07~~25e5b~352244713~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001020a4f,NOR,BOOKABLE,79.1,2,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-8.32,79.1,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,SUI.DX,Heritage Suite Room,20260915|20260916|W|270|791004|SUI.DX|ALLMARKET-BB|BB||1~1~0||N@07~~25e5b~352244713~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001020a4f,NOR,BOOKABLE,79.1,2,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-8.32,79.1,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,SUI.DX,Heritage Suite Room,20260915|20260916|W|270|791004|SUI.DX|ALLMARKET-HB|HB||1~1~0||N@07~~21583~2136937603~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001025770,NOR,BOOKABLE,112.87,2,AT_WEB,HB,HALF BOARD,1,1,0,Special discount,-10.45,112.87,2026-09-07T23:59:00+05:30
Darjeeling,2026-09-15,2026-09-16,791004,Summit Swiss Heritage Hotel & Spa,3EST,3 STARS,DAI,Darjeeling,1,Darjeeling,27.036451,88.263331,SUI.DX,Heritage Suite Room,20260915|20260916|W|270|791004|SUI.DX|ALLMARKET-HB|HB||1~1~0||N@07~~21583~2136937603~N~~~NOR~~3C3B6BFC2DBA4BB178773871231005AAUK0007000000001025770,NOR,BOOKABLE,112.87,2,AT_WEB,HB,HALF BOARD,1,1,0,Special discount,-10.45,112.87,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,DBL.DX,Deluxe Room,20260915|20260916|W|270|702209|DBL.DX|BAR-RO|RO||1~1~0||P@07~~23a15~-1726156735~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001021012,NOR,BOOKABLE,18.16,14,AT_WEB,RO,ROOM ONLY,1,1,0,Exclusive discount,-2.29,18.16,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,DBL.DX,Deluxe Room,20260915|20260916|W|270|702209|DBL.DX|BAR-RO|RO||1~1~0||N@07~~21f18~753642590~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001022d14,NOR,BOOKABLE,20.45,14,AT_WEB,RO,ROOM ONLY,1,1,0,,,20.45,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,DBL.DX,Deluxe Room,20260915|20260916|W|270|702209|DBL.DX|BAR-BB|BB||1~1~0||P@07~~2501f~1667634076~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001024a1a,NOR,BOOKABLE,26.74,14,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Exclusive discount,-3.41,26.74,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,DBL.DX,Deluxe Room,20260915|20260916|W|270|702209|DBL.DX|BAR-BB|BB||1~1~0||N@07~~25423~1478004311~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001020f1e,NOR,BOOKABLE,30.15,14,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,30.15,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,DBL.PI,Premium Room,20260915|20260916|W|270|702209|DBL.PI|BAR-RO|RO||1~1~0||P@07~~25c24~-807195233~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK000700000000102061f,NOR,BOOKABLE,31.06,17,AT_WEB,RO,ROOM ONLY,1,1,0,Exclusive discount,-3.95,31.06,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,DBL.PI,Premium Room,20260915|20260916|W|270|702209|DBL.PI|BAR-RO|RO||1~1~0||N@07~~23e29~1810570253~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001020123,NOR,BOOKABLE,35.01,17,AT_WEB,RO,ROOM ONLY,1,1,0,,,35.01,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,DBL.PI,Premium Room,20260915|20260916|W|270|702209|DBL.PI|BAR-BB|BB||1~1~0||P@07~~20d2f~-1934380099~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001024027,NOR,BOOKABLE,39.64,17,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Exclusive discount,-5.07,39.64,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,DBL.PI,Premium Room,20260915|20260916|W|270|702209|DBL.PI|BAR-BB|BB||1~1~0||N@07~~20f35~1701052446~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK000700000000102472c,NOR,BOOKABLE,44.71,17,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,44.71,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,DBL.PI-1,Premium Room with Balcony,20260915|20260916|W|270|702209|DBL.PI-1|BAR-RO|RO||1~1~0||P@07~~2032a~1472206924~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001022323,NOR,BOOKABLE,35.35,2,AT_WEB,RO,ROOM ONLY,1,1,0,Exclusive discount,-4.51,35.35,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,DBL.PI-1,Premium Room with Balcony,20260915|20260916|W|270|702209|DBL.PI-1|BAR-RO|RO||1~1~0||N@07~~2272f~486828789~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001025627,NOR,BOOKABLE,39.86,2,AT_WEB,RO,ROOM ONLY,1,1,0,,,39.86,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,DBL.PI-1,Premium Room with Balcony,20260915|20260916|W|270|702209|DBL.PI-1|BAR-BB|BB||1~1~0||P@07~~20b55~1371192092~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001023b47,NOR,BOOKABLE,71.59,1,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Exclusive discount,-9.19,71.59,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,DBL.PI-1,Premium Room with Balcony,20260915|20260916|W|270|702209|DBL.PI-1|BAR-BB|BB||1~1~0||N@07~~20360~2001427711~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001024e50,NOR,BOOKABLE,80.78,1,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,80.78,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,SUI.DX-4,Suite with Balcony,20260915|20260916|W|270|702209|SUI.DX-4|BAR-RO|RO||1~1~0||P@07~~21834~478855813~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001025e2b,NOR,BOOKABLE,43.94,4,AT_WEB,RO,ROOM ONLY,1,1,0,Exclusive discount,-5.63,43.94,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,SUI.DX-4,Suite with Balcony,20260915|20260916|W|270|702209|SUI.DX-4|BAR-RO|RO||1~1~0||N@07~~25c3a~-1156795877~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001023931,NOR,BOOKABLE,49.57,4,AT_WEB,RO,ROOM ONLY,1,1,0,,,49.57,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,SUI.DX-4,Suite with Balcony,20260915|20260916|W|270|702209|SUI.DX-4|BAR-BB|BB||1~1~0||P@07~~22f3e~-684774552~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001023734,NOR,BOOKABLE,52.55,4,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Exclusive discount,-6.73,52.55,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,SUI.DX-4,Suite with Balcony,20260915|20260916|W|270|702209|SUI.DX-4|BAR-BB|BB||1~1~0||N@07~~22f46~-1814359438~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001021c3b,NOR,BOOKABLE,59.28,4,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,59.28,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,FAM.DX-3,Family Room with Balcony,20260915|20260916|W|270|702209|FAM.DX-3|BAR-ROFAM|RO||1~1~0||P@07~~22f3e~318466138~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001023734,NOR,BOOKABLE,52.55,1,AT_WEB,RO,ROOM ONLY,1,1,0,Exclusive discount,-6.73,52.55,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,FAM.DX-3,Family Room with Balcony,20260915|20260916|W|270|702209|FAM.DX-3|BAR-ROFAM|RO||1~1~0||N@07~~22f46~-811118748~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001021c3b,NOR,BOOKABLE,59.28,1,AT_WEB,RO,ROOM ONLY,1,1,0,,,59.28,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,FAM.DX-3,Family Room with Balcony,20260915|20260916|W|270|702209|FAM.DX-3|BAR-BBFAM|BB||1~1~0||P@07~~20b55~-135589639~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001023b47,NOR,BOOKABLE,71.59,1,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Exclusive discount,-9.19,71.59,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,FAM.DX-3,Family Room with Balcony,20260915|20260916|W|270|702209|FAM.DX-3|BAR-BBFAM|BB||1~1~0||N@07~~20360~494645980~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001024e50,NOR,BOOKABLE,80.78,1,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,80.78,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,FAM.DX-2,Family Suite,20260915|20260916|W|270|702209|FAM.DX-2|BAR-ROFAM|RO||1~1~0||P@07~~22f3e~1271667771~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001023734,NOR,BOOKABLE,52.55,2,AT_WEB,RO,ROOM ONLY,1,1,0,Exclusive discount,-6.73,52.55,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,FAM.DX-2,Family Suite,20260915|20260916|W|270|702209|FAM.DX-2|BAR-ROFAM|RO||1~1~0||N@07~~22f46~142082885~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001021c3b,NOR,BOOKABLE,59.28,2,AT_WEB,RO,ROOM ONLY,1,1,0,,,59.28,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,FAM.DX-2,Family Suite,20260915|20260916|W|270|702209|FAM.DX-2|BAR-BBFAM|BB||1~1~0||P@07~~20c5d~1386422377~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK000700000000102224e,NOR,BOOKABLE,78.34,2,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Exclusive discount,-10.06,78.34,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,702209,Summit Ttakshang Residency Hotel & Spa,3EST,3 STARS,GAG,Gangtok,1,Gangtok,27.327761,88.613772,FAM.DX-2,Family Suite,20260915|20260916|W|270|702209|FAM.DX-2|BAR-BBFAM|BB||1~1~0||N@07~~20869~1556969448~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001022858,NOR,BOOKABLE,88.4,2,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,88.4,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,688071,Summit Nam Nang Courtyard SPA,4EST,4 STARS,GAG,Gangtok,1,Gangtok,27.32136,88.61126,DBL.DX,Deluxe View Room,20260915|20260916|W|270|688071|DBL.DX|ALLMARKET-RO|RO||1~1~0||P@07~~20c18~514823154~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001025d13,NOR,BOOKABLE,19.93,11,AT_WEB,RO,ROOM ONLY,1,1,0,Exclusive discount,-3.25,19.93,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,688071,Summit Nam Nang Courtyard SPA,4EST,4 STARS,GAG,Gangtok,1,Gangtok,27.32136,88.61126,DBL.DX,Deluxe View Room,20260915|20260916|W|270|688071|DBL.DX|ALLMARKET-RO|RO||1~1~0||N@07~~2061c~628562052~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001021217,NOR,BOOKABLE,23.18,11,AT_WEB,RO,ROOM ONLY,1,1,0,,,23.18,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,688071,Summit Nam Nang Courtyard SPA,4EST,4 STARS,GAG,Gangtok,1,Gangtok,27.32136,88.61126,DBL.DX,Deluxe View Room,20260915|20260916|W|270|688071|DBL.DX|ALLMARKET-BB|BB||1~1~0||P@07~~20222~1713708045~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001020b1c,NOR,BOOKABLE,28.11,11,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Exclusive discount,-4.62,28.11,2026-09-07T23:59:00+05:30
Gangtok,2026-09-15,2026-09-16,688071,Summit Nam Nang Courtyard SPA,4EST,4 STARS,GAG,Gangtok,1,Gangtok,27.32136,88.61126,DBL.DX,Deluxe View Room,20260915|20260916|W|270|688071|DBL.DX|ALLMARKET-BB|BB||1~1~0||N@07~~23d27~1151039198~N~~~NOR~~5D5F60197BD64B6178773871489105AAUK0007000000001024920,NOR,BOOKABLE,32.73,11,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,32.73,2026-09-07T23:59:00+05:30
